time,user,post,dist
1246563504,300562,4,1
1246563523,18172,4,2
1246563524,331793,4,6
1246563540,79277,4,100
1246563596,226376,4,3
1246563607,139493,4,2
1246563629,164577,4,3
1246563668,182982,4,3
1246563680,88571,4,3
1246563710,65398,4,1
1246563713,278433,4,100
1246563776,193712,4,100
1246563835,217790,4,100
1246563843,50720,4,4
1246563851,90015,4,2
1246563929,79187,4,100
1246563934,90220,4,5
1246563946,298705,4,2
1246563947,162950,4,3
1246563972,324368,4,100
1246564086,28304,4,2
1246564190,205512,4,3
1246564201,38519,4,100
1246564236,245586,4,3
1246564265,132083,4,1
1246564277,24371,4,3
1246564283,307975,4,4
1246564344,53103,4,2
1246564369,55640,4,100
1246564400,302918,4,100
1246564450,142495,4,3
1246564455,112430,4,3
1246564509,175752,4,4
1246564542,263272,4,6
1246564554,22258,4,100
1246564584,209652,4,4
1246564604,79180,4,100
1246564660,159014,4,2
1246564723,10234,4,100
1246564835,205620,4,2
1246565047,179274,4,5
1246565053,196286,4,2
1246565157,296112,4,3
1246565200,92675,4,3
1246565238,89373,4,100
1246565260,257922,4,100
1246565270,46757,4,4
1246565298,324147,4,100
1246565325,182883,4,1
1246565361,299839,4,5
1246565438,130451,4,4
1246565459,32332,4,3
1246565464,97254,4,2
1246565471,112227,4,2
1246565697,281574,4,3
1246565698,26294,4,100
1246565740,254347,4,100
1246565786,48637,4,3
1246565806,333393,4,100
1246565865,215010,4,1
1246565966,162595,4,100
1246565992,45914,4,100
1246566020,319243,4,2
1246566141,69691,4,100
1246566327,64728,4,100
1246566329,311019,4,2
1246566343,320560,4,100
1246566432,281819,4,3
1246566436,41775,4,3
1246566446,60931,4,2
1246566456,286295,4,100
1246566940,139379,4,100
1246566954,310354,4,2
1246567014,248849,4,2
1246567073,126771,4,100
1246567142,313747,4,6
1246567408,78544,4,100
1246567502,12919,4,100
1246567706,229623,4,3
1246567741,144354,4,1
1246567885,324632,4,1
1246567887,195224,4,1
1246568129,158706,4,3
1246568424,140281,4,1
1246568443,209575,4,3
1246568756,109373,4,1
1246568822,264488,4,2
1246568909,131213,4,2
1246569060,319074,4,100
1246569326,272118,4,3
1246569392,279942,4,5
1246569747,130348,4,1
1246569751,117706,4,4
1246569803,226188,4,100
1246569850,219733,4,100
1246569905,121990,4,3
1246570316,84671,4,2
1246570392,263993,4,3
1246570462,57020,4,100
1246570809,78100,4,100
1246570861,10730,4,100
1246571180,503,4,100
1246571538,265884,4,2
1246571815,292663,4,2
1246571883,247381,4,100
1246571894,173885,4,100
1246571967,229866,4,100
1246571985,93206,4,5
1246572111,39277,4,2
1246572308,150194,4,3
1246572359,212402,4,5
1246572781,736,4,2
1246572982,102431,4,2
1246573011,239532,4,100
1246573181,244413,4,100
1246573264,88673,4,1
1246573314,128649,4,1
1246573335,303888,4,3
1246573405,94387,4,1
1246573553,313802,4,2
1246574054,227215,4,3
1246575339,312621,4,100
1246575566,4326,4,3
1246576383,7808,4,3
1246577217,161370,4,2
1246577229,174639,4,100
1246577287,99994,4,1
1246577359,145911,4,100
1246577721,38479,4,100
1246578165,177058,4,3
1246578460,204600,4,3
1246578542,53295,4,3
1246579082,159403,4,100
1246579104,273849,4,100
1246579205,22301,4,3
1246580246,80950,4,6
1246580341,320009,4,100
1246580537,333907,4,3
1246581517,176776,4,100
1246582660,46201,4,1
1246582783,196494,4,100
1246582882,128112,4,1
1246583231,310169,4,3
1246585568,43362,4,1
1246586186,309733,4,4
1246586776,109761,4,100
1246587292,66783,4,100
1246587667,256417,4,4
1246587675,110226,4,1
1246587951,36380,4,4
1246588146,158021,4,3
1246588953,202320,4,100
1246589088,159970,4,100
1246589091,269430,4,2
1246589645,76710,4,1
1246590798,36128,4,3
1246592793,303513,4,5
1246593565,177774,4,3
1246593606,31806,4,100
1246593763,223927,4,3
1246594109,256278,4,5
1246595851,202320,4,100
1246597270,169665,4,1
1246597370,242159,4,1
1246598318,253285,4,2
1246598385,308160,4,100
1246598533,109792,4,3
1246598548,37505,4,1
1246599059,111858,4,3
1246599668,129317,4,3
1246600050,242662,4,100
1246604299,90040,4,4
1246604815,126976,4,1
1246606695,283507,4,2
1246608050,100834,4,4
1246608740,29519,4,1
1246610342,334285,4,1
1246610959,167649,4,1
1246611124,26668,4,100
1246611759,128361,4,100
1246612551,310037,4,100
1246618424,300936,4,100
1246621923,138945,4,2
1246626185,269136,4,3
1246626397,14076,4,2
1246631020,4611,4,100
1246631301,307574,4,4
1246633764,201631,4,5
1246636143,22669,4,100
1246637132,16047,4,1
1246639255,296647,4,100
1246640418,94528,4,3
1246640453,49085,4,3
1246640500,140381,4,3
1246640640,314334,4,1
1246649158,210043,4,3
1246652968,269845,4,100
1246654968,93316,4,100
1246659395,221585,4,100
1246672297,85087,4,1
1246674568,331661,4,1
1246675699,62133,4,100
1246675826,58503,4,100
1246680114,247764,4,100
1246684053,78443,4,1
1246685011,258337,4,2
1246700068,33566,4,100
1246705092,126245,4,3
1246732384,29436,4,100
1246737355,186642,4,100
1246754110,170060,4,2
1246770510,96523,4,1
