time,user,post,dist
1245967002,74538,714,3
1245967003,179074,714,100
1245967004,310482,714,1
1245967005,54452,714,6
1245967008,298155,714,4
1245967014,23780,714,4
1245967018,27071,714,3
1245967034,185590,714,100
1245967038,55034,714,3
1245967038,136099,714,3
1245967038,110362,714,3
1245967040,252233,714,3
1245967043,62409,714,100
1245967044,256937,714,4
1245967053,295378,714,4
1245967060,235949,714,100
1245967061,276061,714,2
1245967065,157711,714,3
1245967068,290760,714,3
1245967069,100611,714,2
1245967069,239943,714,3
1245967070,185098,714,5
1245967071,159780,714,4
1245967071,195071,714,3
1245967071,148295,714,3
1245967072,7251,714,100
1245967074,77293,714,3
1245967079,315853,714,3
1245967082,330389,714,100
1245967083,85563,714,2
1245967085,193893,714,5
1245967089,276932,714,100
1245967093,214630,714,3
1245967108,205729,714,3
1245967109,147786,714,3
1245967113,61066,714,4
1245967113,77680,714,3
1245967121,240668,714,3
1245967121,159923,714,4
1245967125,142598,714,3
1245967127,329123,714,4
1245967130,92880,714,3
1245967131,123468,714,100
1245967132,100057,714,100
1245967135,266078,714,4
1245967138,215253,714,100
1245967139,214000,714,3
1245967140,234762,714,4
1245967141,242937,714,100
1245967143,24937,714,2
1245967146,30860,714,2
1245967149,7230,714,3
1245967152,121308,714,3
1245967152,239336,714,3
1245967159,114376,714,3
1245967163,118603,714,4
1245967164,306222,714,3
1245967166,32687,714,100
1245967167,331661,714,2
1245967168,19483,714,3
1245967169,198250,714,100
1245967178,269874,714,100
1245967181,267527,714,5
1245967187,169867,714,3
1245967190,296942,714,2
1245967191,94761,714,4
1245967192,144475,714,100
1245967198,264090,714,1
1245967200,8155,714,3
1245967202,206519,714,100
1245967206,132093,714,100
1245967208,254893,714,100
1245967212,151568,714,4
1245967213,312497,714,1
1245967213,199075,714,100
1245967215,238280,714,3
1245967221,116631,714,2
1245967224,153806,714,1
1245967224,64163,714,100
1245967229,240312,714,4
1245967229,240900,714,2
1245967231,77147,714,3
1245967232,284602,714,4
1245967237,82159,714,100
1245967242,301886,714,100
1245967244,127706,714,3
1245967244,41736,714,2
1245967249,20616,714,100
1245967251,33309,714,100
1245967252,202830,714,3
1245967254,128582,714,3
1245967256,123286,714,3
1245967257,5711,714,4
1245967269,2522,714,3
1245967271,295130,714,3
1245967271,280736,714,100
1245967273,14523,714,5
1245967274,43089,714,3
1245967280,10333,714,100
1245967289,26045,714,3
1245967294,55950,714,100
1245967294,18825,714,3
1245967298,168735,714,3
1245967299,316091,714,3
1245967303,194619,714,3
1245967305,164720,714,100
1245967306,236552,714,4
1245967310,328021,714,3
1245967311,193559,714,100
1245967318,102431,714,2
1245967318,196120,714,2
1245967321,164577,714,3
1245967322,160893,714,4
1245967323,193050,714,3
1245967323,301925,714,3
1245967323,100561,714,2
1245967324,90262,714,3
1245967324,59603,714,3
1245967329,102221,714,3
1245967331,263501,714,1
1245967335,197203,714,3
1245967341,332994,714,4
1245967345,151507,714,3
1245967346,1901,714,4
1245967349,107953,714,4
1245967352,192381,714,100
1245967354,238764,714,2
1245967360,147422,714,100
1245967363,273258,714,3
1245967368,112892,714,100
1245967370,177689,714,3
1245967375,321658,714,3
1245967378,285540,714,3
1245967380,267797,714,100
1245967383,146521,714,3
1245967383,41749,714,3
1245967387,259015,714,2
1245967389,32119,714,100
1245967389,13288,714,3
1245967392,112977,714,100
1245967396,100402,714,3
1245967399,169399,714,4
1245967401,63463,714,3
1245967401,314544,714,4
1245967402,1463,714,4
1245967403,256756,714,100
1245967409,203388,714,4
1245967412,103832,714,3
1245967414,162721,714,3
1245967416,220977,714,1
1245967419,215037,714,100
1245967422,6729,714,3
1245967422,55224,714,4
1245967424,255947,714,3
1245967424,216588,714,100
1245967429,122934,714,3
1245967434,265988,714,4
1245967435,268987,714,100
1245967435,227549,714,100
1245967438,105217,714,3
1245967438,43362,714,1
1245967440,177329,714,3
1245967446,79344,714,100
1245967447,3306,714,3
1245967450,203374,714,100
1245967451,2214,714,3
1245967452,75247,714,3
1245967453,20321,714,3
1245967455,64534,714,4
1245967456,93942,714,2
1245967459,141720,714,3
1245967462,98417,714,3
1245967462,118934,714,100
1245967464,193785,714,3
1245967464,170203,714,100
1245967465,133746,714,1
1245967467,273706,714,4
1245967467,19617,714,100
1245967468,22466,714,100
1245967469,210922,714,4
1245967469,93894,714,100
1245967471,252551,714,3
1245967477,215091,714,3
1245967480,115511,714,100
1245967482,279206,714,3
1245967483,154558,714,1
1245967485,13357,714,4
1245967487,236897,714,4
1245967488,8172,714,100
1245967489,105856,714,4
1245967491,195580,714,3
1245967494,226316,714,3
1245967494,63501,714,2
1245967494,185818,714,100
1245967498,227636,714,5
1245967504,145608,714,3
1245967504,146551,714,100
1245967504,248309,714,5
1245967504,86274,714,4
1245967515,140123,714,100
1245967516,141638,714,3
1245967529,316085,714,3
1245967531,82501,714,100
1245967531,323513,714,3
1245967533,198903,714,3
1245967534,176328,714,2
1245967535,29948,714,1
1245967538,213817,714,2
1245967544,111567,714,3
1245967546,321752,714,100
1245967546,219524,714,4
1245967548,86203,714,3
1245967548,12717,714,100
1245967549,322216,714,1
1245967550,208458,714,3
1245967553,149461,714,100
1245967559,33701,714,5
1245967560,293006,714,4
1245967560,313802,714,1
1245967563,308151,714,100
1245967564,108240,714,2
1245967566,171770,714,3
1245967567,43862,714,100
1245967571,1332,714,100
1245967573,89197,714,3
1245967581,175701,714,100
1245967583,164992,714,3
1245967583,281107,714,3
1245967584,65859,714,4
1245967585,262107,714,3
1245967585,255092,714,3
1245967585,20574,714,4
1245967586,136036,714,100
1245967590,200712,714,2
1245967592,225867,714,100
1245967593,40441,714,4
1245967595,206738,714,3
1245967595,179110,714,100
1245967596,50903,714,3
1245967596,245877,714,3
1245967597,1852,714,3
1245967600,162475,714,3
1245967601,45732,714,2
1245967605,267248,714,5
1245967606,165188,714,3
1245967611,225585,714,3
1245967612,226291,714,2
1245967612,54927,714,3
1245967613,209159,714,3
1245967615,141175,714,100
1245967616,4241,714,4
1245967619,248677,714,3
1245967621,298825,714,2
1245967624,224707,714,3
1245967625,5338,714,3
1245967628,1778,714,3
1245967631,162421,714,4
1245967632,52409,714,2
1245967633,234780,714,100
1245967641,37744,714,4
1245967643,169266,714,3
1245967645,144200,714,3
1245967647,4805,714,2
1245967653,68262,714,2
1245967654,127563,714,4
1245967657,36723,714,3
1245967660,330028,714,3
1245967662,196688,714,2
1245967664,23031,714,3
1245967669,292783,714,4
1245967671,15353,714,3
1245967675,252101,714,3
1245967678,273975,714,3
1245967683,76414,714,3
1245967685,321947,714,3
1245967686,275715,714,100
1245967691,143434,714,3
1245967695,107542,714,2
1245967695,7624,714,3
1245967697,304193,714,100
1245967700,91974,714,100
1245967703,86185,714,100
1245967703,279875,714,3
1245967707,85163,714,100
1245967709,202020,714,3
1245967711,288588,714,3
1245967711,211526,714,4
1245967712,85248,714,100
1245967721,234747,714,3
1245967730,121817,714,3
1245967730,317584,714,3
1245967731,7382,714,100
1245967734,150663,714,3
1245967739,197669,714,3
1245967742,255861,714,3
1245967745,54458,714,3
1245967749,158639,714,3
1245967751,138277,714,3
1245967751,85828,714,100
1245967755,109260,714,100
1245967755,34611,714,3
1245967758,195782,714,100
1245967760,227347,714,2
1245967763,3331,714,5
1245967771,236771,714,3
1245967773,139511,714,4
1245967775,264908,714,100
1245967776,2276,714,3
1245967776,167101,714,3
1245967776,115170,714,3
1245967777,127552,714,100
1245967780,142729,714,3
1245967780,52236,714,3
1245967780,113755,714,4
1245967785,86552,714,3
1245967786,227328,714,4
1245967790,125008,714,7
1245967791,113639,714,3
1245967792,308231,714,100
1245967795,134730,714,100
1245967795,36556,714,100
1245967796,37176,714,1
1245967799,185569,714,100
1245967799,54637,714,3
1245967800,248910,714,3
1245967802,104639,714,3
1245967805,26513,714,4
1245967808,197006,714,4
1245967815,110939,714,3
1245967822,261451,714,3
1245967827,221211,714,2
1245967832,51633,714,3
1245967834,2602,714,3
1245967835,234746,714,3
1245967838,323163,714,100
1245967838,12078,714,100
1245967839,116109,714,100
1245967839,197371,714,100
1245967839,330235,714,2
1245967839,168072,714,3
1245967839,15817,714,100
1245967840,156462,714,100
1245967841,296266,714,4
1245967845,128326,714,4
1245967847,311723,714,3
1245967849,265550,714,100
1245967849,35300,714,3
1245967850,150980,714,100
1245967851,191503,714,2
1245967852,274137,714,100
1245967853,280883,714,4
1245967855,121637,714,3
1245967857,231268,714,100
1245967858,217375,714,4
1245967859,99427,714,4
1245967860,329289,714,4
1245967861,275624,714,4
1245967869,269896,714,4
1245967871,3767,714,100
1245967871,167441,714,3
1245967872,141113,714,100
1245967872,10593,714,4
1245967872,299948,714,100
1245967873,158163,714,4
1245967881,130408,714,100
1245967885,61080,714,4
1245967886,228871,714,4
1245967895,78924,714,100
1245967899,323788,714,100
1245967899,43441,714,100
1245967899,221724,714,100
1245967902,120433,714,3
1245967903,139154,714,100
1245967903,129110,714,3
1245967907,241286,714,3
1245967912,205640,714,3
1245967913,128207,714,100
1245967913,229654,714,100
1245967916,159682,714,5
1245967918,157112,714,3
1245967920,152464,714,3
1245967921,181695,714,100
1245967922,311701,714,100
1245967924,27471,714,3
1245967929,91075,714,100
1245967929,141785,714,100
1245967930,161502,714,3
1245967930,149487,714,4
1245967932,142495,714,4
1245967934,188851,714,3
1245967943,228534,714,3
1245967948,18021,714,100
1245967948,232657,714,3
1245967954,256696,714,3
1245967955,324458,714,3
1245967959,79942,714,3
1245967968,277035,714,3
1245967968,169192,714,3
1245967968,293364,714,4
1245967969,6300,714,100
1245967970,105659,714,4
1245967971,139073,714,3
1245967972,135437,714,5
1245967973,38931,714,3
1245967979,265809,714,3
1245967980,318163,714,100
1245967980,106344,714,100
1245967981,118950,714,3
1245967983,231051,714,100
1245967994,54970,714,3
1245967994,170733,714,3
1245967994,117528,714,2
1245968000,160824,714,3
1245968003,58126,714,6
1245968004,114744,714,3
1245968004,229081,714,4
1245968006,251964,714,100
1245968007,111313,714,100
1245968011,164863,714,3
1245968014,197251,714,100
1245968014,266843,714,100
1245968015,101202,714,3
1245968015,215806,714,3
1245968016,27244,714,3
1245968018,290225,714,100
1245968023,277061,714,5
1245968029,323789,714,4
1245968033,234663,714,100
1245968033,216702,714,4
1245968035,164046,714,4
1245968035,53205,714,100
1245968038,315537,714,3
1245968040,220670,714,3
1245968043,129157,714,3
1245968047,70301,714,3
1245968050,99901,714,4
1245968052,158320,714,2
1245968052,39604,714,100
1245968054,166449,714,3
1245968055,275079,714,4
1245968055,289949,714,5
1245968057,56941,714,3
1245968058,18077,714,100
1245968059,67442,714,4
1245968060,215472,714,3
1245968061,73012,714,100
1245968062,156231,714,4
1245968063,39156,714,3
1245968065,126036,714,4
1245968065,290953,714,100
1245968065,210035,714,4
1245968066,284593,714,100
1245968068,327835,714,100
1245968070,271747,714,2
1245968070,4406,714,4
1245968071,4358,714,100
1245968072,199520,714,100
1245968072,9819,714,4
1245968073,106549,714,100
1245968074,267097,714,100
1245968076,259947,714,100
1245968076,106607,714,6
1245968076,262536,714,3
1245968077,267200,714,100
1245968078,154399,714,3
1245968078,306673,714,3
1245968079,126120,714,100
1245968080,215822,714,100
1245968081,122893,714,4
1245968083,236202,714,2
1245968083,71050,714,2
1245968083,288212,714,3
1245968084,137863,714,100
1245968084,228506,714,3
1245968085,261392,714,3
1245968086,228942,714,3
1245968087,286616,714,3
1245968088,300455,714,4
1245968089,310271,714,4
1245968091,148237,714,3
1245968091,187271,714,100
1245968091,202696,714,3
1245968091,3337,714,100
1245968093,61685,714,100
1245968095,159261,714,3
1245968096,185918,714,100
1245968096,306211,714,100
1245968096,9213,714,3
1245968097,304523,714,100
1245968099,276689,714,100
1245968101,157832,714,3
1245968101,321547,714,4
1245968102,294448,714,4
1245968103,149780,714,3
1245968104,66845,714,3
1245968105,163656,714,100
1245968109,242442,714,100
1245968109,290419,714,3
1245968109,197724,714,4
1245968111,184232,714,100
1245968111,246471,714,4
1245968111,260551,714,3
1245968112,77632,714,100
1245968113,318519,714,100
1245968114,102156,714,100
1245968115,263398,714,2
1245968116,279279,714,3
1245968117,26185,714,100
1245968117,106844,714,3
1245968117,213901,714,100
1245968117,81018,714,3
1245968118,283058,714,100
1245968118,158917,714,100
1245968119,149626,714,4
1245968119,105570,714,4
1245968120,84951,714,2
1245968120,129355,714,3
1245968120,269421,714,100
1245968120,170189,714,3
1245968121,242833,714,100
1245968121,81781,714,100
1245968121,181102,714,100
1245968122,63765,714,3
1245968122,102736,714,100
1245968122,73219,714,5
1245968122,62560,714,2
1245968123,135494,714,100
1245968124,10796,714,100
1245968124,305244,714,3
1245968124,9433,714,3
1245968125,173855,714,100
1245968125,200446,714,4
1245968126,47056,714,3
1245968126,276153,714,4
1245968127,87658,714,1
1245968127,232952,714,100
1245968127,8323,714,5
1245968128,209308,714,3
1245968128,311249,714,100
1245968129,292170,714,3
1245968129,233765,714,100
1245968129,179135,714,100
1245968130,267653,714,3
1245968130,79591,714,3
1245968130,327791,714,100
1245968132,63966,714,3
1245968132,50438,714,3
1245968133,213974,714,4
1245968135,162187,714,3
1245968138,87791,714,3
1245968138,257525,714,4
1245968140,172863,714,1
1245968140,38668,714,100
1245968141,9046,714,3
1245968141,12661,714,100
1245968141,290095,714,3
1245968142,50718,714,3
1245968142,17596,714,4
1245968142,39897,714,3
1245968143,291151,714,3
1245968143,170714,714,3
1245968143,39098,714,100
1245968144,129642,714,4
1245968145,133170,714,6
1245968145,295778,714,100
1245968146,235034,714,100
1245968147,116870,714,3
1245968147,97826,714,3
1245968149,265526,714,3
1245968149,284555,714,100
1245968149,280971,714,3
1245968149,170450,714,100
1245968150,171024,714,4
1245968151,179800,714,100
1245968153,89056,714,5
1245968153,58324,714,2
1245968155,62109,714,3
1245968155,38759,714,3
1245968156,140536,714,100
1245968157,284565,714,3
1245968157,229933,714,2
1245968157,221611,714,100
1245968158,52003,714,4
1245968160,223769,714,3
1245968160,47493,714,100
1245968160,195113,714,3
1245968160,322746,714,3
1245968161,213308,714,3
1245968162,206357,714,100
1245968162,291849,714,100
1245968162,245650,714,3
1245968163,4738,714,3
1245968165,318576,714,100
1245968165,196542,714,100
1245968166,333984,714,2
1245968166,117937,714,3
1245968166,295063,714,100
1245968168,29400,714,4
1245968168,166663,714,100
1245968169,35440,714,3
1245968169,132740,714,2
1245968170,186623,714,100
1245968170,134246,714,100
1245968170,62456,714,100
1245968170,174367,714,3
1245968170,194384,714,3
1245968171,33735,714,100
1245968172,13578,714,100
1245968172,21973,714,100
1245968173,23681,714,100
1245968173,317208,714,3
1245968174,127360,714,3
1245968174,136136,714,3
1245968175,141891,714,3
1245968175,174316,714,4
1245968175,124175,714,100
1245968177,78849,714,100
1245968178,267225,714,100
1245968178,262525,714,3
1245968178,426,714,3
1245968179,159112,714,100
1245968179,304088,714,4
1245968180,43884,714,3
1245968180,327264,714,3
1245968181,193363,714,100
1245968182,12902,714,100
1245968183,41706,714,100
1245968183,3259,714,4
1245968185,243275,714,4
1245968185,196243,714,4
1245968185,8288,714,2
1245968185,48443,714,3
1245968186,327917,714,4
1245968187,313184,714,3
1245968187,33805,714,4
1245968187,124846,714,100
1245968188,95182,714,100
1245968188,109177,714,4
1245968188,70600,714,100
1245968188,107155,714,3
1245968189,256916,714,4
1245968190,11168,714,3
1245968191,90003,714,4
1245968191,32718,714,3
1245968191,6965,714,4
1245968191,35140,714,100
1245968192,231231,714,100
1245968192,191757,714,100
1245968192,59322,714,4
1245968192,291090,714,100
1245968193,171137,714,100
1245968193,122217,714,5
1245968193,136399,714,3
1245968193,141235,714,4
1245968194,51998,714,4
1245968195,147068,714,6
1245968195,143338,714,3
1245968195,80017,714,100
1245968196,243610,714,4
1245968197,328871,714,100
1245968197,79038,714,3
1245968197,320174,714,3
1245968198,151414,714,3
1245968198,286159,714,100
1245968198,202580,714,100
1245968198,310698,714,100
1245968198,105744,714,3
1245968199,60375,714,3
1245968200,84886,714,3
1245968200,126245,714,1
1245968201,72535,714,100
1245968201,122427,714,3
1245968202,321326,714,100
1245968202,264395,714,4
1245968202,235594,714,100
1245968202,50154,714,3
1245968203,79939,714,100
1245968203,199912,714,100
1245968203,140481,714,100
1245968203,64937,714,100
1245968204,256821,714,100
1245968204,260981,714,3
1245968204,227226,714,100
1245968205,117397,714,4
1245968205,24172,714,4
1245968205,146451,714,100
1245968206,106712,714,4
1245968207,273977,714,100
1245968207,87789,714,2
1245968208,280211,714,100
1245968209,313129,714,4
1245968209,149351,714,100
1245968210,74376,714,3
1245968210,293605,714,4
1245968211,200130,714,3
1245968213,274664,714,100
1245968213,37234,714,100
1245968214,51412,714,100
1245968215,131642,714,3
1245968215,106862,714,3
1245968216,144740,714,3
1245968216,197978,714,4
1245968216,252644,714,3
1245968216,7064,714,3
1245968217,207461,714,3
1245968218,242361,714,3
1245968218,116838,714,2
1245968218,257583,714,3
1245968218,118484,714,100
1245968219,169825,714,100
1245968219,282568,714,2
1245968220,34077,714,4
1245968220,217559,714,2
1245968220,202150,714,3
1245968221,147,714,3
1245968221,6761,714,3
1245968221,89523,714,3
1245968221,132589,714,3
1245968222,93719,714,3
1245968222,267053,714,4
1245968222,231436,714,100
1245968222,131111,714,3
1245968222,175295,714,100
1245968222,70798,714,100
1245968222,179154,714,3
1245968223,27765,714,100
1245968224,95825,714,4
1245968225,77422,714,4
1245968226,25710,714,3
1245968226,132528,714,3
1245968227,97547,714,3
1245968228,17171,714,3
1245968228,334084,714,4
1245968229,137340,714,3
1245968229,212792,714,3
1245968229,54395,714,100
1245968230,31030,714,100
1245968230,38223,714,3
1245968231,272985,714,100
1245968231,99891,714,4
1245968231,229835,714,100
1245968231,188815,714,5
1245968231,90521,714,5
1245968232,88806,714,4
1245968232,4772,714,4
1245968233,64923,714,100
1245968233,9940,714,4
1245968234,268942,714,100
1245968235,185323,714,3
1245968235,181432,714,4
1245968236,33659,714,3
1245968237,185644,714,100
1245968239,322536,714,3
1245968239,232697,714,4
1245968239,310075,714,3
1245968240,292805,714,100
1245968241,50671,714,100
1245968242,160065,714,100
1245968243,306680,714,100
1245968243,191341,714,100
1245968243,843,714,5
1245968244,110459,714,3
1245968244,248185,714,100
1245968245,128599,714,3
1245968246,81058,714,100
1245968246,285229,714,100
1245968247,6690,714,3
1245968248,10699,714,2
1245968248,65294,714,100
1245968248,248103,714,3
1245968249,296930,714,100
1245968250,305464,714,100
1245968251,192764,714,3
1245968251,240556,714,100
1245968251,41615,714,100
1245968252,123291,714,100
1245968252,150712,714,3
1245968252,59081,714,100
1245968252,67572,714,100
1245968253,293218,714,100
1245968253,74789,714,5
1245968253,256888,714,100
1245968253,171681,714,4
1245968253,128514,714,3
1245968254,309136,714,100
1245968254,167880,714,3
1245968254,222041,714,3
1245968255,12574,714,3
1245968255,90587,714,100
1245968256,12043,714,3
1245968256,139324,714,100
1245968256,29591,714,100
1245968257,276809,714,100
1245968257,239738,714,4
1245968258,124687,714,3
1245968259,32053,714,5
1245968261,200508,714,5
1245968261,64820,714,3
1245968261,290831,714,100
1245968261,291225,714,4
1245968262,23340,714,100
1245968262,26602,714,100
1245968262,9030,714,3
1245968263,227228,714,4
1245968265,271007,714,4
1245968265,85377,714,100
1245968265,37542,714,3
1245968266,169413,714,3
1245968266,221781,714,3
1245968267,176974,714,3
1245968267,35087,714,3
1245968269,261390,714,100
1245968270,307354,714,100
1245968271,246306,714,4
1245968272,78556,714,100
1245968273,93982,714,5
1245968274,145991,714,2
1245968274,221775,714,3
1245968274,75434,714,100
1245968275,254347,714,2
1245968275,93701,714,100
1245968275,16477,714,4
1245968277,308753,714,4
1245968277,112030,714,100
1245968278,187529,714,100
1245968278,14612,714,3
1245968279,121370,714,100
1245968279,189303,714,3
1245968279,82197,714,100
1245968280,202900,714,100
1245968281,43625,714,3
1245968281,141578,714,100
1245968281,131144,714,4
1245968282,133539,714,3
1245968282,188057,714,3
1245968283,235470,714,3
1245968283,68661,714,100
1245968283,292663,714,2
1245968284,23766,714,5
1245968284,263133,714,3
1245968284,13482,714,4
1245968284,124474,714,100
1245968284,166895,714,1
1245968285,325480,714,3
1245968286,114157,714,3
1245968287,303060,714,100
1245968287,201107,714,3
1245968287,184226,714,4
1245968287,104448,714,100
1245968288,277806,714,3
1245968289,223368,714,4
1245968289,318754,714,100
1245968289,113123,714,3
1245968290,243969,714,100
1245968290,20723,714,4
1245968290,205885,714,4
1245968292,150524,714,100
1245968292,104902,714,100
1245968292,252327,714,3
1245968293,329083,714,4
1245968294,54321,714,100
1245968294,28761,714,100
1245968294,205018,714,100
1245968295,201366,714,2
1245968295,69203,714,3
1245968297,282844,714,4
1245968297,197226,714,4
1245968298,57659,714,4
1245968299,127771,714,1
1245968299,70476,714,3
1245968299,110440,714,3
1245968300,50739,714,3
1245968300,194651,714,100
1245968300,222849,714,4
1245968300,182888,714,5
1245968301,135729,714,3
1245968302,54833,714,3
1245968303,35263,714,3
1245968303,166531,714,3
1245968304,222998,714,3
1245968304,255983,714,4
1245968304,108457,714,100
1245968304,45474,714,4
1245968307,298842,714,100
1245968307,274336,714,2
1245968307,277650,714,3
1245968307,264881,714,100
1245968307,1450,714,100
1245968308,326798,714,3
1245968308,298827,714,4
1245968308,111807,714,100
1245968308,241110,714,100
1245968309,158095,714,4
1245968309,50839,714,100
1245968309,111877,714,100
1245968310,272208,714,3
1245968310,317156,714,2
1245968311,52262,714,100
1245968311,295826,714,4
1245968312,304201,714,3
1245968312,147320,714,3
1245968313,285171,714,100
1245968313,57268,714,3
1245968314,232144,714,100
1245968314,280335,714,100
1245968315,34034,714,4
1245968316,289467,714,3
1245968317,259194,714,100
1245968317,196597,714,100
1245968317,125721,714,100
1245968318,80424,714,100
1245968318,274181,714,3
1245968319,101662,714,3
1245968319,7668,714,3
1245968320,44484,714,100
1245968320,232964,714,4
1245968321,21887,714,4
1245968321,298705,714,2
1245968321,251103,714,6
1245968322,62772,714,3
1245968322,114820,714,100
1245968322,162206,714,100
1245968323,141415,714,4
1245968323,335659,714,3
1245968323,137815,714,4
1245968323,146725,714,100
1245968324,230467,714,100
1245968324,105998,714,3
1245968324,196478,714,100
1245968325,6507,714,3
1245968325,312286,714,3
1245968325,123671,714,4
1245968326,14594,714,3
1245968326,43878,714,3
1245968326,57020,714,100
1245968326,226589,714,100
1245968326,269491,714,100
1245968328,32601,714,100
1245968328,161241,714,3
1245968328,307320,714,100
1245968329,321744,714,100
1245968329,168051,714,100
1245968331,171067,714,100
1245968332,61645,714,100
1245968333,161154,714,4
1245968333,70140,714,100
1245968334,221185,714,100
1245968334,265756,714,100
1245968334,81156,714,100
1245968334,35856,714,3
1245968334,73421,714,4
1245968336,88329,714,3
1245968337,307913,714,2
